,Unnamed: 0.1,Unnamed: 0,lower_price,upper_price,cooking_type,country,state,county,postcode,chef,city,online_booking,restaurant_name,latitude,longitude,stars,sustainable,michelin_link,restaurant_website,monday,tuesday,wednesday,thursday,friday,saturday,sunday,days_open,wine_card,vegetarian,accessible,nice_view,classic,creative,modern,french,stars_cat,other
1,1,1,85.0,245.0,Kreativ,be,,Brussel-Hoofdstad - Bruxelles-Capitale,1050.0,,Brüssel,False,La Villa Lorraine by Yves Mattagne,50.7995482,4.3784961,2,0,https://guide.michelin.com/de/de/bruxelles-capitale/bruxelles/restaurant/la-villa-lorraine-by-yves-mattagne,https://www.lavillalorraine.be/,geschlossen,19:00-23:30,19:00-23:30,19:00-23:30,19:00-23:30,19:00-23:30,geschlossen,5.0,1,0,1,0,0,1,0,0,0,0
21,24,4,52.0,185.0,Französisch modern,be,Vlaams-Brabant,Leuven,3271.0,Thijs Vervloet,Averbode,False,Colette - De Vijvers,51.0295141,4.9904679,2,0,https://guide.michelin.com/de/de/vlaams-brabant/averbode/restaurant/colette-de-vijvers,https://www.restaurantcolette.be/,19:00-20:30,geschlossen,geschlossen,19:00-20:30,19:00-20:30,19:00-20:30,19:00-20:30,5.0,0,0,0,1,0,0,1,1,0,0
25,28,8,100.0,232.0,Kreativ,be,West-Vlaanderen,Roeselare,8870.0,Angelo Rosseel,Izegem,False,La Durée,50.9120191,3.1957708,2,0,https://guide.michelin.com/de/de/west-vlaanderen/izegem/restaurant/la-duree,https://www.laduree.be/nl,geschlossen,19:00-20:00,19:00-20:00,19:00-20:00,19:00-20:00,19:00-20:00,geschlossen,5.0,1,1,0,0,0,1,0,0,0,0
27,30,10,85.0,170.0,Französisch klassisch,be,Hainaut,Mons,7331.0,Eric Fernez,Baudour,False,d'Eugénie à Emilie,50.4833038,3.8379089,2,0,https://guide.michelin.com/de/de/hainaut/baudour/restaurant/d-eugenie-a-emilie,https://fernez.com/deugenie-a-emilie/,geschlossen,geschlossen,geschlossen,19:00-00:00,19:00-00:00,19:00-00:00,12:00-15:00,4.0,1,0,0,0,1,0,0,1,0,0
29,32,12,175.0,215.0,Kreativ,be,Limburg,Maaseik,3920.0,Jan Tournier,Lommel,False,Cuchara,51.2309534,5.3097212,2,0,https://guide.michelin.com/de/de/be-limburg/lommel/restaurant/cuchara,https://www.cuchara.be/2020/,geschlossen,geschlossen,18:30-23:00,12:00-23:00,12:00-23:00,18:30-23:00,geschlossen,4.0,0,0,0,0,0,1,0,0,0,0
32,36,16,100.0,243.0,Modern,be,Hainaut,Ath,7890.0,Jean-Baptiste Thomaes,Ellezelles,False,Château du Mylord,50.7298541,3.6736201,2,0,https://guide.michelin.com/de/de/hainaut/ellezelles/restaurant/chateau-du-mylord,https://mylord.be/,geschlossen,geschlossen,19:00-00:00,19:00-00:00,19:00-00:00,19:00-00:00,12:00-16:30,5.0,1,0,0,0,0,0,1,0,0,0
36,41,1,100.0,160.0,Französisch kreativ,be,West-Vlaanderen,Roeselare,8800.0,Tim Boury,Roeselare,False,Boury,50.9374466,3.1403981,3,0,https://guide.michelin.com/de/de/west-vlaanderen/roeselare/restaurant/boury,https://www.restaurantboury.be/,geschlossen,geschlossen,19:00-20:00,19:00-20:00,19:00-20:00,19:00-20:00,geschlossen,4.0,1,1,0,0,0,1,0,1,1,0
56,62,2,75.0,315.0,Kreativ,be,West-Vlaanderen,Brugge,8310.0,Filip Claeys,Sint-Kruis,False,De Jonkman,51.207236,3.2777835,2,1,https://guide.michelin.com/de/de/west-vlaanderen/sint-kruis/restaurant/de-jonkman,https://dejonkman.be/nl,geschlossen,geschlossen,19:00-21:00,19:00-21:00,19:00-21:00,19:00-21:00,geschlossen,4.0,1,0,0,0,0,1,0,0,0,0
79,86,6,125.0,295.0,Kreativ,be,Antwerpen,Mechelen,2570.0,Thierry Theys,Duffel,False,Nuance,51.0957136,4.505835,2,0,https://guide.michelin.com/de/de/antwerpen/duffel/restaurant/nuance,https://resto-nuance.be/,19:00-21:00,geschlossen,geschlossen,19:00-21:00,19:00-21:00,19:00-21:00,19:00-21:00,5.0,1,0,0,0,0,1,0,0,0,0
80,88,8,169.0,330.0,Kreativ,be,Antwerpen,Antwerpen,2000.0,Viki Geunes,Antwerpen,False,Zilte,51.228828,4.4047543,3,0,https://guide.michelin.com/de/de/antwerpen/be-antwerpen/restaurant/t-zilte,https://www.zilte.be/,19:00-20:30,19:00-20:30,19:00-20:30,19:00-20:30,19:00-20:30,geschlossen,geschlossen,5.0,1,1,1,1,0,1,0,0,1,0
81,90,10,60.0,165.0,Französisch modern,be,Namur,Namur,5170.0,Pierre Résimont,Arbre,False,L'Eau Vive,50.3636851,4.8469885,2,0,https://guide.michelin.com/de/de/namur/arbre/restaurant/l-eau-vive,https://www.eau-vive.be/,19:00-21:00,geschlossen,geschlossen,19:00-21:00,19:00-21:00,19:00-21:00,19:00-21:00,5.0,1,0,0,1,0,0,1,1,0,0
82,92,12,79.0,207.0,Kreativ,be,,Brussel-Hoofdstad - Bruxelles-Capitale,1180.0,Pascal Devalkeneer,Uccle,False,Le Chalet de la Forêt,50.7842411,4.3868414,2,0,https://guide.michelin.com/de/de/bruxelles-capitale/uccle/restaurant/le-chalet-de-la-foret,https://www.lechaletdelaforet.be/,19:00-21:00,19:00-21:00,19:00-21:00,19:00-21:00,19:00-21:00,geschlossen,geschlossen,5.0,0,0,0,0,0,1,0,0,0,0
86,96,16,95.0,210.0,Kreativ,be,Namur,Namur,5310.0,Sang Hoon Degeimbre,Liernu,False,L'Air du Temps,50.5927328,4.8329862,2,1,https://guide.michelin.com/de/de/namur/liernu/restaurant/l-air-du-temps371956,https://airdutemps.be/,geschlossen,geschlossen,19:00-20:30,19:00-20:30,19:00-20:30,19:00-20:30,19:00-20:30,5.0,1,1,1,0,0,1,0,0,0,0
89,100,0,95.0,205.0,Traditionelle Küche,be,Limburg,Maaseik,3660.0,Bert Meewis,Opglabbeek,False,Slagmolen,51.0431658,5.6159232,2,0,https://guide.michelin.com/de/de/be-limburg/opglabbeek/restaurant/slagmolen,https://slagmolen.be/,19:00-20:30,geschlossen,geschlossen,19:00-20:30,19:00-20:30,19:00-20:30,12:00-13:30,5.0,1,0,0,0,0,0,0,0,0,1
91,102,2,295.0,430.0,Kreativ,be,Oost-Vlaanderen,Oudenaarde,9770.0,Peter Goossens,Kruishoutem,False,Hof van Cleve,50.9039501,3.5098648,3,0,https://guide.michelin.com/de/de/oost-vlaanderen/kruishoutem/restaurant/hof-van-cleve,https://www.hofvancleve.com/,geschlossen,19:00-20:00,19:00-20:00,19:00-20:00,19:00-20:00,19:00-20:00,geschlossen,5.0,1,1,0,1,0,1,0,0,1,0
99,110,10,105.0,255.0,Asiatische Einflüsse,be,,Brussel-Hoofdstad - Bruxelles-Capitale,,David Martin,Anderlecht,False,La Paix,50.8437035,4.3281195,2,0,https://guide.michelin.com/de/de/bruxelles-capitale/anderlecht/restaurant/la-paix203164,https://lapaix.eu/,geschlossen,19:00-20:00,19:00-20:00,19:00-20:00,19:00-20:00,geschlossen,geschlossen,4.0,0,0,0,0,0,0,0,0,0,1
107,119,19,90.0,155.0,Französisch modern,be,West-Vlaanderen,Kortrijk,8791.0,Maarten Bouckaert,Beveren-Leie,False,Castor,50.8720569,3.3430165,2,0,https://guide.michelin.com/de/de/west-vlaanderen/beveren-leie/restaurant/castor,https://www.cas-tor.be/,geschlossen,19:00-20:30,19:00-20:30,19:00-20:30,19:00-20:30,geschlossen,geschlossen,4.0,0,1,1,0,0,0,1,1,0,0
110,122,2,70.0,167.0,Moderne Küche,be,Luxembourg,Neufchâteau,6852.0,Maxime Collard,Our,False,La Table de Maxime,49.959957,5.122613,2,0,https://guide.michelin.com/de/de/be-luxembourg/our/restaurant/la-table-de-maxime,https://www.maximecollard.be/,geschlossen,geschlossen,19:00-20:00,19:00-20:00,19:00-20:00,19:00-20:00,19:00-20:00,5.0,1,0,0,0,0,0,1,0,0,0
112,124,4,130.0,245.0,Kreativ,be,Limburg,Tongeren,3620.0,Ralf Berendsen,Neerharen,False,Ralf Berendsen,50.9152264,5.6676398,2,0,https://guide.michelin.com/de/de/be-limburg/neerharen/restaurant/ralf-berendsen,https://www.labutteauxbois.be/restaurant-ralfberendsen/,geschlossen,geschlossen,19:00-21:00,19:00-21:00,19:00-21:00,19:00-21:00,geschlossen,4.0,1,0,1,0,0,1,0,0,0,0
122,135,15,69.0,203.0,Kreativ,be,Oost-Vlaanderen,Gent,9000.0,Michaël Vrijmoed,Gent,False,Vrijmoed,51.0511061,3.7288256,2,0,https://guide.michelin.com/de/de/oost-vlaanderen/gent/restaurant/vrijmoed,https://www.vrijmoed.be/nl,geschlossen,19:00-21:30,19:00-21:30,19:00-21:30,19:00-21:30,geschlossen,geschlossen,4.0,1,1,0,0,0,1,0,0,0,0
123,136,16,75.0,185.0,Französisch modern,be,,Brussel-Hoofdstad - Bruxelles-Capitale,1000.0,Karen Torosyan,Brüssel,False,Bozar Restaurant,50.8442546,4.3598443,2,0,https://guide.michelin.com/de/de/bruxelles-capitale/bruxelles/restaurant/bozar-restaurant,https://bozarrestaurant.be/,geschlossen,19:00-21:00,19:00-21:00,19:00-21:00,19:00-21:00,19:00-21:00,geschlossen,5.0,0,0,0,0,0,0,1,1,0,0
135,12,12,330.0,395.0,Kreativ,fr,Provence-Alpes-Côte d'Azur,Var,83990.0,Arnaud Donckele,Saint-Tropez,False,La Vague d'Or - Cheval Blanc St-Tropez,43.2665849,6.6261535,3,0,https://guide.michelin.com/de/de/provence-alpes-cote-dazur/saint-tropez/restaurant/la-vague-d-or-cheval-blanc-st-tropez,https://www.chevalblanc.com/fr/maison/st-tropez/,,,,,,,,,1,0,1,1,0,1,0,0,1,0
146,23,3,239.0,389.0,Kreativ,fr,Auvergne-Rhône-Alpes,Savoie,73440.0,René Meilleur,Saint-Martin-de-Belleville,False,René et Maxime Meilleur,45.3690463,6.5133065,3,0,https://guide.michelin.com/de/de/auvergne-rhone-alpes/saint-martin-de-belleville/restaurant/rene-et-maxime-meilleur,https://www.la-bouitte.com/fr/,,,,,,,,,1,0,0,1,0,1,0,0,1,0
151,28,8,115.0,390.0,Moderne Küche,fr,Grand Est,Marne,51100.0,Philippe Mille,Reims,False,Le Parc Les Crayères,49.2410909,4.0517461,2,0,https://guide.michelin.com/de/de/grand-est/reims/restaurant/le-parc-les-crayeres,http://www.lescrayeres.com,,,,,,,,,1,1,0,0,0,0,1,0,0,0
156,33,13,98.0,395.0,Moderne Küche,fr,Île-de-France,Paris,75001.0,Kei Kobayashi,Paris,False,Kei,48.8643947,2.3422847,3,0,https://guide.michelin.com/de/de/ile-de-france/paris/restaurant/kei,https://www.restaurant-kei.fr/,geschlossen,19:45-20:45,19:45-20:45,19:45-20:45,19:45-20:45,19:45-20:45,geschlossen,5.0,0,0,0,0,0,0,1,0,1,0
159,36,16,205.0,235.0,Kreativ,fr,Occitanie,Aude,11360.0,Gilles Goujon,Fontjoncouse,False,Auberge du Vieux Puits,43.0481728,2.7893292,3,0,https://guide.michelin.com/de/de/occitanie/fontjoncouse/restaurant/auberge-du-vieux-puits,https://www.aubergeduvieuxpuits.fr/fr/,,,,,,,,,1,0,1,0,0,1,0,0,1,0
164,41,1,190.0,250.0,Kreativ,fr,Auvergne-Rhône-Alpes,Haute-Loire,43290.0,Jacques Marcon,Saint-Bonnet-le-Froid,False,Régis et Jacques Marcon,45.1386734,4.4342679,3,1,https://guide.michelin.com/de/de/auvergne-rhone-alpes/saint-bonnet-le-froid/restaurant/regis-et-jacques-marcon,https://www.lesmaisonsmarcon.fr/,12:00-19:30,geschlossen,geschlossen,12:00-19:30,12:00-19:30,12:00-19:30,12:00-19:30,5.0,1,0,1,1,0,1,0,0,1,0
195,72,12,80.0,220.0,Moderne Küche,fr,Nouvelle-Aquitaine,Gironde,33330.0,,Saint-Emilion,False,La Table de Pavie,44.8935395,-0.1567502,2,0,https://guide.michelin.com/de/de/nouvelle-aquitaine/saint-milion/restaurant/la-table-de-pavie,http://www.hoteldepavie.com,geschlossen,19:30-21:00,19:30-21:00,19:30-21:00,19:30-21:00,19:30-21:00,geschlossen,5.0,1,0,1,0,0,0,1,0,0,0
197,74,14,200.0,310.0,Klassische Küche,fr,Auvergne-Rhône-Alpes,Métropole de Lyon,69660.0,Olivier Couvin & Gilles Reinhardt,Collonges-au-Mont-d'Or,False,Paul Bocuse,45.8156437,4.8475623,2,0,https://guide.michelin.com/de/de/auvergne-rhone-alpes/collonges-au-mont-d-or/restaurant/paul-bocuse,http://www.bocuse.fr,geschlossen,geschlossen,20:00-21:30,20:00-21:30,20:00-21:30,20:00-21:30,20:00-21:30,5.0,1,1,1,0,1,0,0,0,0,0
200,77,17,145.0,290.0,Kreativ,fr,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,6360.0,Arnaud Faye,Èze,False,La Chèvre d'Or,43.727378,7.3620885,2,0,https://guide.michelin.com/de/de/provence-alpes-cote-dazur/ze/restaurant/la-chevre-d-or,https://www.chevredor.com/,,,,,,,,,1,1,0,1,0,1,0,0,0,0
203,80,0,145.0,355.0,Kreativ,fr,Grand Est,Marne,51430.0,Arnaud Lallement,Reims,False,Assiette Champenoise,49.2478347,4.0032666,3,0,https://guide.michelin.com/de/de/grand-est/reims/restaurant/assiette-champenoise,https://www.assiettechampenoise.com/,,,,,,,,,1,1,1,0,0,1,0,0,1,0
207,84,4,60.0,170.0,Kreativ,fr,Auvergne-Rhône-Alpes,Métropole de Lyon,69006.0,Takao Takano,Lyon,False,Takao Takano,45.7704797,4.842588,2,0,https://guide.michelin.com/de/de/auvergne-rhone-alpes/lyon/restaurant/takao-takano,https://www.takaotakano.com/,19:30-21:00,19:30-21:00,19:30-21:00,19:30-21:00,19:30-21:00,geschlossen,geschlossen,5.0,1,1,1,0,0,1,0,0,0,0
210,87,7,120.0,190.0,Kreativ,fr,Auvergne-Rhône-Alpes,Métropole de Lyon,69006.0,Christophe Roure,Lyon,False,Le Neuvième Art,45.767953,4.8564194,2,0,https://guide.michelin.com/de/de/auvergne-rhone-alpes/lyon/restaurant/le-neuvieme-art,http://www.leneuviemeart.com/fr,geschlossen,19:30-21:00,19:30-21:00,19:30-21:00,19:30-21:00,19:30-21:00,geschlossen,5.0,1,0,1,0,0,1,0,0,0,0
219,96,16,130.0,340.0,Kreativ,fr,Auvergne-Rhône-Alpes,Loire,42155.0,César Troisgros,Ouches,False,Troisgros - Le Bois sans Feuilles,46.01033,3.99236,3,1,https://guide.michelin.com/de/de/auvergne-rhone-alpes/ouches/restaurant/troisgros-le-bois-sans-feuilles,https://www.troisgros.com/,geschlossen,geschlossen,19:30-20:30,19:30-20:30,19:30-20:30,19:30-20:30,19:30-20:30,5.0,1,1,1,0,0,1,0,0,1,0
221,98,18,225.0,290.0,Fisch und Meeresfrüchte,fr,Nouvelle-Aquitaine,Charente-Maritime,17000.0,Christopher Coutanceau,La Rochelle,False,Christopher Coutanceau,46.1557284,-1.1609135,2,1,https://guide.michelin.com/de/de/nouvelle-aquitaine/la-rochelle/restaurant/christopher-coutanceau,http://www.christophercoutanceau.com/fr/,,,,,,,,,1,0,1,1,0,0,0,0,0,1
224,101,1,90.0,203.0,Klassische Küche,fr,Île-de-France,Paris,75017.0,Nicolas Beaumann,Paris,False,Maison Rostang,48.8813365,2.2985338,2,0,https://guide.michelin.com/de/de/ile-de-france/paris/restaurant/maison-rostang,https://www.maisonrostang.com/,geschlossen,19:30-21:30,19:30-21:30,19:30-21:30,19:30-21:30,19:30-21:30,geschlossen,5.0,1,0,0,0,1,0,0,0,0,0
239,116,16,190.0,270.0,Moderne Küche,fr,Corse,Corse-du-Sud,20137.0,Fabio Bragagnolo,Porto-Vecchio,False,Casadelmar,41.5948102,9.3099771,2,0,https://guide.michelin.com/de/de/corse/porto-vecchio/restaurant/casadelmar,https://www.casadelmar.fr/fr/,,,,,,,,,1,0,1,1,0,0,1,0,0,0
242,119,19,148.0,238.0,Kreativ,fr,Auvergne-Rhône-Alpes,Haute-Savoie,74940.0,Franck Derouet,Annecy,False,Le Clos des Sens,45.9176317,6.1445765,3,1,https://guide.michelin.com/de/de/auvergne-rhone-alpes/annecy/restaurant/le-clos-des-sens,https://www.closdessens.com/,,,,,,,,,1,1,1,0,0,1,0,0,1,0
243,120,0,140.0,230.0,Kreativ,fr,Pays de la Loire,Vendée,85330.0,Alexandre Couillon,L'Herbaudière,False,La Marine,47.0237104,-2.2999341,3,1,https://guide.michelin.com/de/de/pays-de-la-loire/l-herbaudire/restaurant/la-marine3780,https://www.alexandrecouillon.com/fr/,geschlossen,geschlossen,19:15-20:15,19:15-20:15,19:15-20:15,19:15-20:15,geschlossen,4.0,1,0,1,0,0,1,0,0,1,0
252,129,9,180.0,350.0,Kreativ,fr,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,13260.0,Dimitri Droisneau,Cassis,False,La Villa Madie,43.2110889,5.544944,3,0,https://guide.michelin.com/de/de/provence-alpes-cote-dazur/cassis/restaurant/la-villa-madie,https://lavillamadie.com/,19:30-00:30,geschlossen,geschlossen,19:30-00:30,19:30-00:30,19:30-00:30,19:30-00:30,5.0,1,0,1,1,0,1,0,0,1,0
273,150,10,275.0,310.0,Klassische Küche,fr,Nouvelle-Aquitaine,Landes,40320.0,Michel Guérard,Eugénie-les-Bains,False,Les Prés d'Eugénie - Michel Guérard,43.696604,-0.3797229,3,0,https://guide.michelin.com/de/de/nouvelle-aquitaine/eugnie-les-bains/restaurant/les-pres-d-eugenie-michel-guerard,https://lespresdeugenie.com/,,,,,,,,,1,0,0,0,1,0,0,0,1,0
285,162,2,250.0,350.0,Kreativ,fr,Auvergne-Rhône-Alpes,Savoie,73120.0,Pieter Riedijk,Courchevel,False,Le Montgomerie,45.40243,6.638027,2,0,https://guide.michelin.com/de/de/auvergne-rhone-alpes/courchevel/restaurant/le-montgomerie,https://www.lek2altitude.com/fr/deguster/montgomerie.html,,,,,,,,,1,0,1,1,0,1,0,0,0,0
289,166,6,95.0,145.0,Kreativ,fr,Occitanie,Lozère,48130.0,Cyril Attrazic,Aumont-Aubrac,False,Cyril Attrazic,44.7169426,3.2877885,2,1,https://guide.michelin.com/de/de/occitanie/aumont-aubrac/restaurant/cyril-attrazic,http://cyrilattrazic.fr,geschlossen,geschlossen,19:00-20:30,19:00-20:30,19:00-20:30,19:00-20:30,19:00-20:30,5.0,1,0,1,0,0,1,0,0,0,0
294,171,11,65.0,182.0,Kreativ,fr,Bourgogne-Franche-Comté,Côte-d'Or,21000.0,William Frachot,Dijon,False,William Frachot,47.3212722,5.0356396,2,0,https://guide.michelin.com/de/de/bourgogne-franche-comte/dijon/restaurant/william-frachot,https://www.chapeau-rouge.fr/fr/restaurant-gastronomique-dijon,geschlossen,19:30-21:00,19:30-21:00,19:30-21:00,19:30-21:00,19:30-21:00,geschlossen,5.0,1,0,1,0,0,1,0,0,0,0
300,177,17,95.0,300.0,Klassische Küche,fr,Auvergne-Rhône-Alpes,Métropole de Lyon,69001.0,Mathieu Viannay,Lyon,False,Mère Brazier,45.7714309,4.8372034,2,0,https://guide.michelin.com/de/de/auvergne-rhone-alpes/lyon/restaurant/mere-brazier,http://www.lamerebrazier.fr,19:45-21:15,19:45-21:15,19:45-21:15,19:45-21:15,geschlossen,geschlossen,geschlossen,4.0,1,0,0,0,1,0,0,0,0,0
301,178,18,70.0,150.0,Klassische Küche,fr,Nouvelle-Aquitaine,Landes,40140.0,Jean Coussau,Magescq,False,Relais de la Poste,43.7787609,-1.2178012,2,0,https://guide.michelin.com/de/de/nouvelle-aquitaine/magescq/restaurant/relais-de-la-poste11709,https://www.relaisposte.com/fr/,,,,,,,,,1,0,0,0,1,0,0,0,0,0
304,181,1,195.0,345.0,Moderne Küche,fr,Auvergne-Rhône-Alpes,Savoie,73120.0,Stéphane Buron,Courchevel,False,Le Chabichou by Stéphane Buron,45.41616,6.629984,2,0,https://guide.michelin.com/de/de/auvergne-rhone-alpes/courchevel/restaurant/le-chabichou-by-stephane-buron,https://www.chabichou-courchevel.com/,,,,,,,,,1,0,1,1,0,0,1,0,0,0
307,184,4,250.0,450.0,Kreativ,fr,Auvergne-Rhône-Alpes,Haute-Savoie,74290.0,Yoann Conte,Veyrier-du-Lac,False,Yoann Conte,45.8889235,6.1721868,2,1,https://guide.michelin.com/de/de/auvergne-rhone-alpes/veyrier-du-lac/restaurant/yoann-conte,https://www.yoann-conte.com/,19:00-20:30,19:00-20:30,19:00-20:30,19:00-20:30,19:00-20:30,geschlossen,geschlossen,5.0,1,0,1,1,0,1,0,0,0,0
308,185,5,145.0,190.0,Fisch und Meeresfrüchte,fr,Bretagne,Ille-et-Vilaine,35350.0,Hugo Roellinger,Saint-Méloir-des-Ondes,False,Le Coquillage,48.6430654,-1.8711232,2,1,https://guide.michelin.com/de/de/bretagne/saint-mloir-des-ondes/restaurant/le-coquillage,https://www.roellinger-bricourt.com,geschlossen,19:30-20:15,19:30-20:15,19:30-20:15,19:30-20:15,19:30-20:15,geschlossen,5.0,1,0,0,1,0,0,0,0,0,1
322,199,19,98.0,218.0,Moderne Küche,fr,Centre-Val de Loire,Loir-et-Cher,41000.0,Christophe Hay,Blois,False,Christophe Hay - Fleur de Loire,47.5830038,1.3375763,2,1,https://guide.michelin.com/de/de/centre-val-de-loire/blois/restaurant/christophe-hay-fleur-de-loire,http://www.fleurdeloire.com,geschlossen,19:15-21:30,19:15-21:30,19:15-21:30,19:15-21:30,19:15-21:30,geschlossen,5.0,1,1,1,0,0,0,1,0,0,0
324,201,1,150.0,330.0,Moderne Küche,fr,Île-de-France,Paris,75016.0,Frédéric Anton,Paris,False,Le Pré Catelan,48.8639374,2.2507182,3,0,https://guide.michelin.com/de/de/ile-de-france/paris/restaurant/le-pre-catelan,https://www.leprecatelan.com/,,,,,,,,,1,0,1,0,0,0,1,0,1,0
